text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
The United States will expand the scope of a program that returns non-Mexican migrants crossing Mexico’s border to that country to await their U.S. court hearings, the Department of Homeland Security said on Thursday.;https://www.reuters.com/article/us-usa-immigration-border/us-expands-scope-of-program-to-return-migrants-to-mexico-idUSKBN1Z11J0;reuters;immigration;center;Non-biased;Entirely factual;[]
In Haiti, President Bill Clinton admitted—after he left office—to a “devil’s bargain” on rice tariffs that was “good for some of my farmers in Arkansas,” but destroyed rice farming and generated hunger and malnutrition in Haiti.;https://www.alternet.org/2020/02/how-u-s-foreign-policy-triggers-crisis-and-immigration/;alternet;international-politics-and-world-news;left;Non-biased;No agreement;[]
And the risk that failure by governments to limit the magnitude of climate change and adapt to it has risen to second place in the annual Global Risks Report in terms of both likelihood and impact, compared to only fifth place and fourth place in those categories last year in the survey.;https://www.reuters.com/article/us-davos-meeting-climatechange/failure-to-curb-climate-change-a-top-risk-davos-survey-idUSKCN1PA13J;reuters;environment;center;Non-biased;Entirely factual;[]
Girls and women do not have the same access to sports — and the profits and privileges and opportunities that come with them — as boys and men.;https://www.alternet.org/2019/02/a-scholar-of-race-studies-details-how-trump-uses-culture-war-narratives-against-nonwhites-to-hold-his-electoral-coalition-together/#.XFj4JxxlunY.twitter;alternet;sport;left;Non-biased;No agreement;[]
Putin remains popular with many Russians, although his trust ratings have taken a beating after the introduction of a very unpopular pension reform in 2018.;https://www.nbcnews.com/news/world/russian-government-resigns-putin-seeks-constitutional-shakeup-n1116176?cid=public-rss_20200115;msnbc;international-politics-and-world-news;left;No agreement;Somewhat factual but also opinionated;[]
Celebrity activist Alyssa Milano declared at a rally in Washington, D.C. Tuesday that because she has a vagina, she doesn’t have “equality and justice” in America.;https://www.breitbart.com/entertainment/2019/01/29/alyssa-milano-because-i-have-a-vagina-i-do-not-have-equality-and-justice/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Non-biased;Entirely factual;[]
The whole endeavor, born of desperation, became an embarrassing fiasco for the president, but there was an underlying point of real significance: Trump and his allies realized that the American mainstream didn’t see the value of the regressive GOP tax plan, which disproportionately benefited the wealthy and big corporations.;http://www.msnbc.com/rachel-maddow-show/team-trump-claims-be-gearing-tax-cuts-20;msnbc;middle-class;left;Biased;Somewhat factual but also opinionated;['embarrassing', 'fiasco']
It’s a new decade and women now hold more jobs than men but they also still hold onto the majority of household duties.;https://eu.usatoday.com/story/news/nation/2020/02/14/gender-equality-millennial-men-still-dont-do-laundry-house-cleaning/4748860002/;usa-today;gender;center;Non-biased;Entirely factual;[]
Putin said last month Russia would not legalize gay marriage would not let the traditional notion of a mother and father be subverted by what he called “parent number 1” and “parent number 2” as long as he was in the Kremlin.;https://www.reuters.com/article/us-russia-putin-marriage/russian-constitution-must-define-marriage-as-heterosexual-putin-says-idUSKBN20P2PI;reuters;international-politics-and-world-news;center;Non-biased;Entirely factual;[]
When the nation's highest civilian honor went to a right-wing media personality, it served as an oddly appropriate capstone to Trump's broader goals.;https://www.msnbc.com/rachel-maddow-show/strategy-laid-bare-trump-sees-value-national-division-n1131336;msnbc;white-nationalism;left;Biased;Expresses writer’s opinion;['oddly']
Few could have anticipated that the historic release of the first image of a black hole would devolve into a public spectacle of sexist outrage — though such are the times we live in, in which literally every news item is picked apart by reactionaries.;https://www.alternet.org/2019/04/how-the-first-image-of-a-black-hole-turned-into-a-lesson-on-sexism-in-stem/;alternet;gender;left;Biased;Expresses writer’s opinion;['sexist', 'outrage']
Former Defense Secretary William Cohen on Friday called out President Donald Trump’s violent rhetoric about anti-racism protesters, warning the White House is “leading us down the trail toward a dictatorship.”;https://www.huffpost.com/entry/william-cohen-donald-trump-dictatorship_n_5edb4594c5b6da5b9890ea57;huffpost;elections-2020;left;Biased;No agreement;[]
"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.";https://www.nbcnews.com/politics/politics-news/dark-corners-white-nationalism-talk-trump-n926221;msnbc;white-nationalism;left;Non-biased;Entirely factual;[]
Yet it's merely the tip of the iceberg of war criminals lurking -- and working -- on U.S. turf.;https://www.foxnews.com/us/war-criminals-among-us-inside-the-quiet-effort-to-prosecute-and-deport-violators-disguised-as-refugees;fox-news;immigration;right;Biased;Expresses writer’s opinion;['lurking', 'the']
Cancellation of a two-week United Nations meeting on gender equality, female empowerment and “women’s issues” due to the coronavirus outbreak sparked an outcry from 12,000 disappointed delegates, diplomats and non-government organizations scheduled to fly into New York for the event and work towards ending “default male thinking” across the globalist organization.;https://www.breitbart.com/politics/2020/03/03/anger-as-u-n-cuts-two-week-womens-conference-over-coronavirus-fears/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Non-biased;No agreement;[]
Owens defended herself Friday by insisting that her blackness was credential enough to claim expertise in domestic terrorism.;https://www.alternet.org/2019/09/why-do-republicans-keep-inviting-candace-owens-to-testify-on-white-nationalism/;alternet;white-nationalism;left;No agreement;Entirely factual;['claim']
Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, saluted Haaland for making history as the first Native American woman to preside over the chamber.;https://eu.usatoday.com/story/news/politics/2019/03/08/rep-deb-haaland-makes-history-presiding-house/3108838002/;usa-today;gender;center;Non-biased;Entirely factual;[]
Vaccine critics, for example, have long championed the false claim that vaccines cause autism, and that the Centers for Disease Control and Prevention has tried to cover up that information, Gorski said. ;https://www.alternet.org/2020/04/anti-vaxxers-are-latching-onto-the-coronavirus-pandemic-to-bolster-their-movement/;alternet;vaccines;left;Non-biased;Entirely factual;[]
In October, Breitbart London reported that French police are allegedly actively assisting migrants to avoid detection by UK Border Force, telling them when and when not to attempt to cross the channel, according to a people smuggler.;https://www.breitbart.com/europe/2020/01/02/number-migrants-trying-cross-english-channel-up-400-over-2018/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;immigration;right;Biased;Entirely factual;['allegedly']
Gadsby's work is a testament to how eagerly the arbiters of our culture will devour and elevate work that convincingly purports to be progressive.;https://thefederalist.com/2020/05/28/hannah-gadsby-doesnt-even-believe-her-own-argument/;federalist;vaccines;right;Biased;Expresses writer’s opinion;[]
Gun control groups hit back, saying the closures are strictly a public health matter — even as a number of sympathetic Democratic governors acknowledge bowing to pressure from lawsuits and the Trump administration.;https://www.nbcnews.com/politics/politics-news/buckling-pressure-many-states-deem-gun-stores-essential-allow-them-n1177706?cid=public-rss_20200407;msnbc;gun-control;left;No agreement;Somewhat factual but also opinionated;[]
President Donald Trump addressed an audience of the global business elite in Davos on Tuesday to make the case that ordinary Americans have been the chief beneficiaries of his administration’s “America first” maxim.;https://www.nbcnews.com/business/economy/trump-says-american-worker-top-priority-economists-are-skeptical-n1119386?cid=public-rss_20200121;msnbc;middle-class;left;Non-biased;Entirely factual;[]
YouTube is making clear there will be no “birtherism” on its platform during this year’s U.S. presidential election – a belated response to a type of conspiracy theory more prevalent in the 2012 race.;https://eu.usatoday.com/story/tech/2020/02/03/youtube-google-wont-allow-deepfake-videos-2020-election-census/4648312002/;usa-today;elections-2020;center;Non-biased;Entirely factual;[]
But as early as this month, the U.S. Supreme Court could issue a decision that would mean the end of deferred action for Paz and hundreds of thousands of other young immigrants.;https://eu.usatoday.com/story/news/education/2020/01/18/supreme-court-daca-decision-fills-many-college-students-dread/4507181002/;usa-today;immigration;center;Non-biased;Entirely factual;[]
Two transgender sprinters, Yearwood, a senior at Cromwell High School, and Miller, a senior at Bloomfield High School, issued statements vehemently defending their right to run in girls events in response to the filing Thursday.;https://www.foxnews.com/us/connecticut-high-school-girls-lawsuit-transgender-athletes-sex-discrimination;fox-news;sport;right;Non-biased;Entirely factual;[]
