text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
While, in the wake of the El Paso murders, the media and most of our politicians are acting shocked—“shocked, I tell you!”—that there are armed racists in America who are trying to terrify people of color, the reality is that it’s pretty much always been that way here in the United States.;https://www.alternet.org/2019/08/the-latest-massacre-shows-the-dark-purpose-behind-second-amendment-is-still-being-fulfilled/;Alternet;gun-control;left;Biased;Somewhat factual but also opinionated;['shocked', 'acting']
White House National Economic Council Director Larry Kudlow said on Friday that he did not favor a higher federal tax on gasoline to fund an infrastructure program, but if states wanted to raise their own gas taxes, that was up to them.;https://www.reuters.com/article/us-usa-trump-infrastructure/white-house-adviser-kudlow-says-he-does-not-favor-higher-federal-gas-tax-idUSKCN1S91E4;Reuters;taxes;center;Non-biased;Entirely factual;[]
White House Press Secretary Kayleigh McEnany voiced tepid support for Defense Secretary Mark Esper, after he stated Wednesday that he did not support invoking the Insurrection Act, which would allow active-duty troops to act in domestic law enforcement roles.;https://www.breitbart.com/politics/2020/06/03/white-house-press-secretary-as-of-right-now-secretary-esper-is-still-secretary-esper/;Breitbart;elections-2020;right;Biased;Somewhat factual but also opinionated;['tepid']
White House senior adviser Jared Kushner criticized athletes and others who have protested against U.S. racism on social media and basketball courts and suggested that Black people had to want to succeed for policies to change.;https://www.reuters.com/article/instant-article/idUSL1N2HH1EJ;Reuters;black lives matter;center;Non-biased;Entirely factual;[]
White mobs have once again moved out of the shadows and into the limelight during this Trump moment.;https://www.alternet.org/2020/09/trump-and-the-threat-of-an-unrestrained-mob/?xrs=RebelMouse_fb&ts=1601414962;Alternet;gun control;left;Biased;No agreement;['mobs', 'the']
White nationalism-fueled violence is on the rise, but FBI is slow to call it domestic terrorism.;https://www.nbcnews.com/news/us-news/white-nationalism-fueled-violence-rise-fbi-slow-call-it-domestic-n1039206;MSNBC;white-nationalism;left;Biased;Somewhat factual but also opinionated;['nationalism-fueled', 'white']
White nationalist arrested for alleged threat against Ohio Jewish community center.;https://www.nbcnews.com/news/us-news/white-nationalist-arrested-alleged-threat-against-ohio-jewish-community-center-n1043726;MSNBC;white-nationalism;left;Non-biased;Entirely factual;[]
"White nationalists also expressed excitement Tuesday about Trump's plan to use an executive order to end ""birthright citizenship,"" the automatic grant of citizen status to anyone born in the United States.";https://www.nbcnews.com/politics/politics-news/dark-corners-white-nationalism-talk-trump-n926221;MSNBC;white-nationalism;left;Non-biased;Entirely factual;[]
White people are being asked—or pushed—to take stock of their whiteness and identify with it more. This is a remarkably bad idea.;https://thefederalist.com/2016/05/23/how-anti-white-rhetoric-is-fueling-white-nationalism/;Federalist;white-nationalism;right;Biased;Expresses writer’s opinion;[]
White supremacist violent extremists can generally be characterized by hatred for immigrants and ethnic minorities, often combining these prejudices with virulent anti-Semitism or anti-Muslim views, the DHS report states.;https://www.nbcnews.com/news/latino/after-stephen-miller-s-white-nationalist-views-outed-latinos-ask-n1096071;MSNBC;white-nationalism;left;Biased;No agreement;['violent', 'virulent', 'supremacist', 'hatred']
Whitmer takes on Trump for claiming the economy is booming, asking “for whom?” … She details local pieces of legislation Dem. Governors are working on before claiming Democrats are the ones who actually fight for hardworking Americans.;https://www.breitbart.com/politics/2020/02/04/live-updates-trump-delivers-state-of-union-address-2/;Breitbart;universal health care;right;Biased;Somewhat factual but also opinionated;['claiming', 'hardworking']
WHO is working to ensure fair vaccine distribution, but in the meantime it is key to suppress the virus’s spread, said Mike Ryan, head of WHO’s emergencies program, as daily new cases around the globe are at near-record levels.;https://www.reuters.com/article/us-health-coronavirus-who/dont-expect-first-covid-19-vaccinations-until-early-2021-whos-ryan-idUSKCN24N2FM?il=0;Reuters;vaccine;;Non-biased;Entirely factual;[]
Why are members of the fairer sex on the frontlines of riotous efforts to support a movement that insists they're racist, capitalism is racist, and the whole system is racist?;https://thefederalist.com/2020/06/25/7-ways-white-women-use-their-privilege-to-fuel-riots-and-mayhem/;Federalist;marriage-equality;;Biased;Expresses writer’s opinion;['riotous']
Why did Democrats vote overwhelmingly against a bill that would require infants born alive after abortion to be treated as any other infant born at that gestational age? Because abortion is the right to destroy one’s own child, and if a woman chose to kill her baby, to the left it would seem a violation of her so-called right to choose for doctors to try to save that baby.;;Federalist;abortion;right;Biased;Expresses writer’s opinion;['so-called', 'destroy', 'kill']
Why did Trump offer up this cards? That's because his vaunted skills in making the deal absolutely failed to budge the prices from pharmaceutical companies and a deal that had been in the works for months absolutely collapsed. ;https://www.alternet.org/2020/10/ralph-nader-mitch-mcconnell-is-brazen-evil-cruel-and-the-last-thing-he-deserves-is-a-seventh-term/;Alternet;universal health care;left;Biased;Expresses writer’s opinion;['vaunted', 'absolutely']
Why women have abortions is a topic much discussed by those who argue that ending a life in the womb is sometimes necessary.;https://thefederalist.com/2020/10/01/the-left-wont-tell-women-that-abortion-can-cost-them-their-future-family/;Federalist;vaccine;;Biased;Somewhat factual but also opinionated;['ending', 'a', 'life']
Wikipedia’s coverage of other contentious political topics such as abortion were also criticized with Sanger singling out Wikipedia claiming abortion is “one of the safest procedures in medicine.”;http://feedproxy.google.com/~r/breitbart/~3/3bdtNHPiUIQ/;Breitbart;marriage-equality;;Biased;Somewhat factual but also opinionated;['claiming']
Wikipedia’s own articles on the Floyd protests similarly reflect the Foundation’s abandonment of neutrality by being unduly skewed towards smearing President Donald Trump while downplaying protestor violence and the violent Antifa group’s involvement.;http://feedproxy.google.com/~r/breitbart/~3/XEMXt8AIIJ0/;Breitbart;marriage-equality;;Biased;Expresses writer’s opinion;['unduly', 'skewed', 'smearing', 'downplaying']
WILL noted gender dysphoria is a mental health issue and parents have the right to make healthcare decisions on behalf of their children.;https://www.breitbart.com/politics/2020/02/26/parents-sue-school-district-for-allowing-children-to-change-gender-identity-without-parental-notice/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;gender;right;Non-biased;Entirely factual;[]
Will the American people follow the commands of Donald Trump's coronavirus death cult?;https://www.alternet.org/2020/03/trumps-death-cult-finally-says-it-time-to-kill-the-useless-eaters-for-capitalism/;Alternet;taxes;left;Non-biased;Somewhat factual but also opinionated;['death', 'cult']
"Wilson and Ali have received death threats for the ""crime"" of poking fun at Donald Trump and the members of his political cult.";https://www.alternet.org/2020/02/wajahat-ali-explains-how-white-privilege-warped-media-coverage-of-trump-and-how-the-presidents-supporters-may-destroy-america/;Alternet;islam;;Biased;Somewhat factual but also opinionated;['cult']
Wilton Gregory, the first African American to be named as cardinal and known as a refined diplomat, made headlines when he blasted President Donald Trump’s photo opportunity hoisting a Bible at a Washington church after police used tear gas to clear demonstrators in June.;https://www.reuters.com/article/us-pope-cardinals-gregory/first-black-american-cardinal-is-outspoken-civil-rights-advocate-idUSKBN27A0O5;Reuters;black lives matter;center;Biased;Entirely factual;['blasted']
Wimbledon champion Navratilova, who has campaigned for gay rights and suffered abuse when she came out in the 1980s, argued trans women have unfair physical advantages.;https://www.huffpost.com/entry/trans-sportswomen-hit-back-at-tennis-ace-navratilova-s-cheating-comments_n_5c6b68dde4b01cea6b8892d6;HuffPost;sport;left;Non-biased;Entirely factual;[]
Winston Churchill was a ‘racist’. Or so the Black Lives Matter graffiti says on the plinth of his statue in London’s Parliament Square which is bound to be pulled down by hard-left activists sooner or later because the police don’t seem to have that much of an appetite to save it.;http://feedproxy.google.com/~r/breitbart/~3/2RH0NVHEl6Q/;Breitbart;marriage-equality;;Biased;Somewhat factual but also opinionated;"[""don't"", 'seem']"
With Democrats fuming over Trump's push for a border wall amid a still-unresolved funding standoff, those guest lists signal the president could face a tough crowd.;https://www.foxnews.com/politics/democrats-troll-trump-with-state-of-the-union-guests;Federalist;gun-control;right;Non-biased;No agreement;['fuming']
